ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,FRACROTBOND,CHIRALCENTERS,FORMALCHARGE
UNPD_subset_A_5975,CC=CC#CC#CC=CC=CCC,UNPD_A,0,0,3.091700000000001,0.0,170.25499999999997,0.2307692307692307,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41666666,0,0
UNPD_subset_A_5976,C#CC=CC,UNPD_A,0,0,1.1957,0.0,66.10300000000001,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
UNPD_subset_A_5977,CCCCCCCCCCCCCCCC(C)C,UNPD_A,0,0,7.123700000000008,0.0,254.50199999999992,1.0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82352942,0,0
UNPD_subset_A_5978,Cc1ccncc1C,UNPD_A,1,0,1.69844,12.89,107.156,0.2857142857142857,8,1,1,0,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0.0,0,0
UNPD_subset_A_5979,Cc1cc2ccccc2nc1C,UNPD_A,1,0,2.851640000000001,12.89,157.21599999999995,0.1818181818181818,12,2,1,0,0,0,1,1,2,0,10,0,0,0,0,0,1,0,0.0,0,0
UNPD_subset_A_5980,COc1ccc(C=Cc2cc(OC)cc(OC)c2)cc1,UNPD_A,3,0,3.882800000000003,27.69,270.328,0.1764705882352941,20,2,3,5,0,0,2,0,2,0,12,0,0,0,0,0,0,3,0.23809524,0,0
UNPD_subset_A_5981,C=CCc1ccc(OC)c(-c2ccc(OC)c(CC=C)c2)c1,UNPD_A,2,0,4.827800000000004,18.46,294.394,0.2,22,2,2,7,0,0,2,0,2,0,12,0,0,0,0,0,0,2,0.30434781,0,0
UNPD_subset_A_5982,Cc1cc2sc3c(C)c(C)ccc3c2cc1C,UNPD_A,1,0,5.288180000000004,0.0,240.371,0.25,17,3,1,0,0,0,2,1,3,0,13,0,0,0,0,0,0,0,0.0,0,0
UNPD_subset_A_5983,CC=CCCCCCC,UNPD_A,0,0,3.5329000000000024,0.0,126.243,0.7777777777777778,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
UNPD_subset_A_5984,C=CC#Cc1ccc(C#CC=CC)s1,UNPD_A,1,0,3.2132000000000023,0.0,198.29,0.0769230769230769,14,1,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0.2857143,0,0
UNPD_subset_A_5985,COc1cc(OC)c2c(c1C=CC(C)c1c(OC)cc(OC)c3c1OC(C)(C)C=C3)OC(C)(C)C=C2,UNPD_A,6,0,6.906300000000007,55.38000000000001,492.6120000000003,0.4,36,4,6,7,0,2,2,0,2,0,12,0,0,0,0,0,0,6,0.17948718,1,0
UNPD_subset_A_5986,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)CC,UNPD_A,0,0,13.365299999999976,0.0,478.9340000000005,1.0,34,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90909094,1,0
UNPD_subset_A_5987,CCOP(=S)(OCC)SCSC(C)(C)C,UNPD_A,5,0,4.506300000000004,18.46,288.44,1.0,15,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5714286,0,0
UNPD_subset_A_5988,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,UNPD_A,0,0,13.509399999999973,0.0,478.9340000000005,1.0,34,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93939394,0,0
UNPD_subset_A_5989,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,UNPD_A,0,0,18.970799999999983,0.0,675.3119999999999,1.0,48,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95744681,0,0
UNPD_subset_A_5990,CCSC(C)C(C)C,UNPD_A,1,0,2.7840000000000016,0.0,132.272,1.0,8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857143,1,0
UNPD_subset_A_5991,Cc1ccc2ccc3cccc4ccc1c2c34,UNPD_A,0,0,4.892420000000002,0.0,216.283,0.0588235294117647,17,4,0,0,0,0,4,0,4,0,16,0,0,0,0,0,0,0,0.0,0,0
UNPD_subset_A_5992,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,UNPD_A,0,0,17.410399999999967,0.0,619.2040000000002,1.0,44,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95348835,0,0
UNPD_subset_A_5993,COc1cc(C)ccc1C,UNPD_A,1,0,2.3120400000000005,9.23,136.194,0.3333333333333333,10,1,1,1,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0.1,0,0
UNPD_subset_A_5994,COc1c2cccc(C)c2cc2c(C)coc12,UNPD_A,2,0,4.211440000000003,22.37,226.27499999999995,0.2,17,3,2,1,0,0,2,1,3,0,13,0,0,0,0,0,0,2,0.052631579,0,0
UNPD_subset_A_5995,CN(C)CCCCNCCCCN(C)C,UNPD_A,3,1,1.2596000000000005,18.51,215.385,1.0,15,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.71428573,0,0
UNPD_subset_A_5996,CCc1ccc2ccccc2c1,UNPD_A,0,0,3.402200000000001,0.0,156.22799999999998,0.1666666666666666,12,2,0,1,0,0,2,0,2,0,10,0,0,0,0,0,0,0,0.07692308,0,0
UNPD_subset_A_5997,CCCCCCCCCCCC=CCC=CCCCCCCCCCCCC,UNPD_A,0,0,10.72079999999999,0.0,390.7400000000004,0.8571428571428571,28,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85185188,0,0
UNPD_subset_A_5998,C=CCc1cc(OC)c(OC)c(OC)c1OC,UNPD_A,4,0,2.4495000000000005,36.92,238.28299999999996,0.3846153846153846,17,1,4,6,0,0,1,0,1,0,6,0,0,0,0,0,0,4,0.35294119,0,0
UNPD_subset_A_5999,CC1(C)C=CC2(C=CC(C)(C)O2)O1,UNPD_A,2,0,2.4127,18.46,180.247,0.6363636363636364,13,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0
UNPD_subset_A_6000,CCCCCCCCCCCCCC,UNPD_A,0,0,5.707400000000006,0.0,198.39399999999995,1.0,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84615386,0,0
UNPD_subset_A_6001,C=C(C)C(=O)OC1CC(C)=CCCC2(C)OC2c2oc(O)c(COC(C)=O)c21,UNPD_A,7,1,4.168900000000003,98.5,390.4320000000002,0.5238095238095238,28,3,7,4,1,1,0,1,1,0,5,0,0,0,0,0,0,7,0.2,3,0
UNPD_subset_A_6002,c1c[nH]cn1,UNPD_A,1,1,0.4096999999999999,28.68,68.079,0.0,5,1,2,0,0,0,0,1,1,0,5,0,0,0,0,0,2,0,0.0,0,0
UNPD_subset_A_6003,CCCCC(O)CCCCCCCC(O)CCC(=O)OC,UNPD_A,4,2,3.5823000000000027,66.76,302.455,0.9411764705882352,21,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.75,2,0
UNPD_subset_A_6004,Cc1c(O)oc2c1C(O)OC1C(OC(CO)C(O)C1OC1OC(C)C(O)C(O)C1O)OC1C(OC(C)CCCCCCCCCCCCC2)OC(CO)C(O)C1O,UNPD_A,18,10,0.4271200000000029,280.04999999999995,822.9389999999994,0.8974358974358975,57,5,18,4,0,4,0,1,1,0,5,0,0,0,0,0,0,18,0.065573767,17,0
UNPD_subset_A_6005,C=C1C(=O)OC2C1CC1OC1(C)CCC1OC1(C)CCCC(C)C2O,UNPD_A,5,1,2.7504000000000013,71.59,350.4550000000001,0.85,25,4,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0.0,8,0
UNPD_subset_A_6006,CCCCCCCCCCCCCCCCCCCCCCCC(=O)C(O)O,UNPD_A,3,2,7.46830000000001,57.53,398.67200000000014,0.96,28,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.85185188,0,0
UNPD_subset_A_6007,C=CCCC(CCC(C)CCOC(C)=O)C(=C)C,UNPD_A,2,0,4.514400000000004,26.3,252.3979999999999,0.6875,18,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.64705884,2,0
UNPD_subset_A_6008,CCCCC=CC=CCCCC=O,UNPD_A,1,0,3.6582000000000026,17.07,180.29099999999997,0.5833333333333334,13,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66666669,0,0
UNPD_subset_A_6009,CC1=C2CC(=O)C34COC5(C)C(OC(=O)C53)C(O)C4C2(C)C(=O)C1,UNPD_A,6,1,0.5624,89.9,332.35200000000015,0.7222222222222222,24,5,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0.0,7,0
UNPD_subset_A_6010,C=CC(O)C=CC#CCC=CCCCCCCC,UNPD_A,1,1,4.399700000000004,20.23,246.39399999999992,0.5294117647058824,18,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.64705884,1,0
